Country;Happiness.Rank;Happiness.Score;Economy..GDP.per.Capita.;Family;Health..Life.Expectancy.;Freedom;Trust..Government.Corruption.;Generosity;Dystopia.Residual;Year
Argentina;26;6.65;115.137;106.612;0.69711;0.42284;0.07296;0.10989;312.985;2016
Czech Republic;27;6.596;130.915;100.793;0.76376;0.41418;0.03986;0.09929;296.211;2016
United Arab Emirates;28;6.573;157.352;0.87114;0.72993;0.56215;0.35561;0.26591;221.507;2016
Uruguay;29;6.545;118.157;103.143;0.72183;0.54388;0.21394;0.18056;267.139;2016
Malta;30;6.488;130.782;109.879;0.80315;0.54994;0.17554;0.56237;199.032;2016
Colombia;31;6.481;103.032;102.169;0.59659;0.44735;0.05399;0.15626;317.471;2016
France;32;6.478;139.488;100.508;0.83795;0.46562;0.17808;0.1216;24.744;2016
Thailand;33;6.474;10.893;104.477;0.64915;0.49553;0.02833;0.58696;25.796;2016
Saudi Arabia;34;6.379;148.953;0.84829;0.59267;0.37904;0.30008;0.15457;261.482;2016
Taiwan;34;6.379;139.729;0.92624;0.79565;0.32377;0.0663;0.25495;261.523;2016
Qatar;36;6.375;182.427;0.87964;0.71723;0.56679;0.48049;0.32388;158.224;2016
Spain;37;6.361;134.253;112.945;0.87896;0.37545;0.06137;0.17665;239.663;2016
Algeria;38;6.355;105.266;0.83309;0.61804;0.21006;0.16157;0.07044;340.904;2016
Guatemala;39;6.324;0.83454;0.87119;0.54039;0.50379;0.08701;0.28808;319.863;2016
Suriname;40;6.269;109.686;0.77866;0.50933;0.52234;0.12692;0.16665;306.852;2016
Kuwait;41;6.239;161.714;0.87758;0.63569;0.43166;0.23669;0.15965;228.085;2016
Bahrain;42;6.218;144.024;0.94397;0.65696;0.47375;0.25772;0.17147;227.405;2016
Trinidad and Tobago;43;6.168;132.572;0.98569;0.52608;0.48453;0.01241;0.31935;251.394;2016
Venezuela;44;6.084;113.367;103.302;0.61904;0.19847;0.08304;0.0425;297.468;2016
Slovakia;45;6.078;127.973;108.268;0.70367;0.23391;0.02947;0.13837;261.065;2016
El Salvador;46;6.068;0.8737;0.80975;0.596;0.37269;0.10613;0.08877;322.134;2016
Malaysia;47;6.005;125.142;0.88025;0.62366;0.39031;0.09081;0.41474;235.384;2016
Nicaragua;48;5.992;0.69384;0.89521;0.65213;0.46582;0.16292;0.29773;282.428;2016
Uzbekistan;49;5.987;0.73591;11.681;0.50163;0.60848;0.28333;0.34326;234.638;2016
Italy;50;5.977;135.495;104.167;0.85102;0.18827;0.02556;0.16684;234.918;2016
Ecuador;51;5.976;0.97306;0.85974;0.68613;0.4027;0.18037;0.10074;277.366;2016
Belize;52;5.956;0.87616;0.68655;0.45569;0.51231;0.10771;0.23684;308.039;2016
Japan;53;5.921;138.007;106.054;0.91491;0.46761;0.18985;0.10224;180.584;2016
Kazakhstan;54;5.919;122.943;0.95544;0.57386;0.4052;0.11132;0.15011;249.325;2016
Moldova;55;5.897;0.69177;0.83132;0.52309;0.25202;0.01903;0.19997;338.007;2016
Russia;56;5.856;123.228;105.261;0.58991;0.32682;0.03586;0.02736;259.115;2016
Poland;57;5.835;124.585;104.685;0.69058;0.4519;0.055;0.14443;220.035;2016
South Korea;57;5.835;135.948;0.72194;0.88645;0.25168;0.07716;0.18824;235.015;2016
Bolivia;59;5.822;0.79422;0.83779;0.4697;0.50961;0.07746;0.21698;291.635;2016
Lithuania;60;5.813;12.692;106.411;0.64674;0.18929;0.0182;0.02025;260.525;2016
Belarus;61;5.802;113.062;104.993;0.63104;0.29091;0.17457;0.13942;238.582;2016
North Cyprus;62;5.771;131.141;0.81826;0.84142;0.43596;0.16578;0.26322;193.447;2016
Slovenia;63;5.768;129.947;105.613;0.79151;0.53164;0.03635;0.25738;179.522;2016
Peru;64;5.743;0.99602;0.81255;0.62994;0.37502;0.05292;0.14527;273.117;2016
Turkmenistan;65;5.658;108.017;103.817;0.44006;0.37408;0.28467;0.22567;221.489;2016
Mauritius;66;5.648;114.372;0.75695;0.66189;0.46145;0.05203;0.36951;220.223;2016
Libya;67;5.615;106.688;0.95076;0.52304;0.40672;0.10339;0.17087;239.374;2016
Latvia;68;5.56;121.788;0.95025;0.63952;0.27996;0.0889;0.17445;220.859;2016
Cyprus;69;5.546;131.857;0.70697;0.8488;0.29507;0.05228;0.27906;204.497;2016
Paraguay;70;5.538;0.89373;111.111;0.58295;0.46235;0.07396;0.25296;216.091;2016
Romania;71;5.528;11.697;0.72803;0.67602;0.36712;0.00679;0.12889;245.184;2016
Estonia;72;5.517;127.964;105.163;0.68098;0.41511;0.18519;0.08423;181.985;2016
Jamaica;73;5.51;0.89333;0.96372;0.59469;0.43597;0.04294;0.22245;235.682;2016
Croatia;74;5.488;118.649;0.60809;0.70524;0.23907;0.04002;0.18434;252.462;2016
Hong Kong;75;5.458;15.107;0.87021;0.95277;0.48079;0.31647;0.40097;0.92614;2016
Somalia;76;5.44;0;0.33613;0.11466;0.56778;0.3118;0.27225;383.772;2016
Kosovo;77;5.401;0.90145;0.66062;0.54;0.14396;0.06547;0.27992;280.998;2016
Turkey;78;5.389;116.492;0.87717;0.64718;0.23889;0.12348;0.04707;229.074;2016
Indonesia;79;5.314;0.95104;0.87625;0.49374;0.39237;0.00322;0.56521;203.171;2016
Jordan;80;5.303;0.99673;0.86216;0.60712;0.36023;0.13297;0.14262;220.142;2016
Azerbaijan;81;5.291;112.373;0.76042;0.54504;0.35327;0.17914;0.0564;22.735;2016
Philippines;82;5.279;0.81217;0.87877;0.47036;0.54854;0.11757;0.21674;223.484;2016
China;83;5.245;10.278;0.79381;0.73561;0.44012;0.02745;0.04959;217.087;2016
Bhutan;84;5.196;0.8527;0.90836;0.49759;0.46074;0.1616;0.48546;182.916;2016
Kyrgyzstan;85;5.185;0.56044;0.95434;0.55449;0.40212;0.04762;0.38432;228.136;2016
Serbia;86;5.177;103.437;0.81329;0.6458;0.15718;0.04339;0.20737;227.539;2016
Bosnia and Herzegovina;87;5.163;0.93383;0.64367;0.70766;0.09511;0;0.29889;248.406;2016
Montenegro;88;5.161;107.838;0.74173;0.63533;0.15111;0.12721;0.17191;225.531;2016
Dominican Republic;89;5.155;102.787;0.99496;0.57669;0.52259;0.12372;0.21286;169.626;2016
Morocco;90;5.151;0.84058;0.38595;0.59471;0.25646;0.08404;0.04053;294.891;2016
Hungary;91;5.145;124.142;0.93164;0.67608;0.1977;0.04472;0.099;195.473;2016
Pakistan;92;5.132;0.68816;0.26135;0.40306;0.14622;0.1388;0.31185;318.286;2016
Lebanon;93;5.129;112.268;0.64184;0.76171;0.26228;0.03061;0.23693;207.339;2016
Portugal;94;5.123;127.607;0.94367;0.79363;0.44727;0.01521;0.11691;153.015;2016
Macedonia;95;5.121;10.193;0.78236;0.64738;0.27668;0.07047;0.23507;208.947;2016
Vietnam;96;5.061;0.74037;0.79117;0.66157;0.55954;0.11556;0.25075;19.418;2016
Somaliland Region;97;5.057;0.25558;0.75862;0.33108;0.3913;0.36794;0.51479;243.801;2016
Tunisia;98;5.045;0.97724;0.43165;0.59577;0.23553;0.0817;0.03936;268.413;2016
Greece;99;5.033;124.886;0.75473;0.80029;0.05822;0.04127;0;212.944;2016
Tajikistan;100;4.996;0.48835;0.75602;0.53119;0.43408;0.13509;0.25998;239.106;2016
Mongolia;101;4.907;0.98853;108.983;0.55469;0.35972;0.03285;0.34539;153.586;2016
Laos;102;4.876;0.68042;0.5497;0.38291;0.52168;0.22423;0.43079;208.637;2016
Nigeria;103;4.875;0.75216;0.64498;0.05108;0.27854;0.0305;0.23219;288.586;2016
Honduras;104;4.871;0.69429;0.75596;0.58383;0.26755;0.06906;0.2044;229.551;2016
Iran;105;4.813;111.758;0.38857;0.64232;0.22544;0.0557;0.38538;199.817;2016
Zambia;106;4.795;0.61202;0.6376;0.23573;0.42662;0.11479;0.17866;258.991;2016
Nepal;107;4.793;0.44626;0.69699;0.50073;0.37012;0.07008;0.3816;232.694;2016
Palestinian Territories;108;4.754;0.67024;0.71629;0.56844;0.17744;0.10613;0.11154;240.364;2016
Albania;109;4.655;0.9553;0.50163;0.73007;0.31866;0.05301;0.1684;192.816;2016
Bangladesh;110;4.643;0.54177;0.24749;0.52989;0.39778;0.12583;0.19132;260.904;2016
Sierra Leone;111;4.635;0.36485;0.628;0;0.30685;0.08196;0.23897;301.402;2016
Iraq;112;4.575;107.474;0.59205;0.51076;0.24856;0.13636;0.19589;181.657;2016
Namibia;113;4.574;0.93287;0.70362;0.34745;0.48614;0.10398;0.07795;192.198;2016
Cameroon;114;4.513;0.52497;0.62542;0.12698;0.42736;0.06126;0.2268;25.198;2016
Ethiopia;115;4.508;0.29283;0.37932;0.34578;0.36703;0.1717;0.29522;265.614;2016
South Africa;116;4.459;102.416;0.96053;0.18611;0.42483;0.08415;0.13656;164.227;2016
Sri Lanka;117;4.415;0.97318;0.84783;0.62007;0.50817;0.07964;0.46978;0.91681;2016
India;118;4.404;0.74036;0.29247;0.45091;0.40285;0.08722;0.25028;218.032;2016
Myanmar;119;4.395;0.34112;0.69981;0.3988;0.42692;0.20243;0.81971;150.655;2016
Egypt;120;4.362;0.95395;0.49813;0.52116;0.18847;0.10393;0.12706;196.895;2016
Armenia;121;4.36;0.86086;0.62477;0.64083;0.14037;0.03616;0.07793;197.864;2016
Kenya;122;4.356;0.52267;0.7624;0.30147;0.40576;0.06686;0.41328;188.326;2016
Ukraine;123;4.324;0.87287;101.413;0.58628;0.12859;0.01829;0.20363;150.066;2016
Ghana;124;4.276;0.63107;0.49353;0.29681;0.40973;0.0326;0.21203;22.002;2016
Congo (Kinshasa);125;4.272;0.05661;0.80676;0.188;0.15602;0.06075;0.25458;274.924;2016
Georgia;126;4.252;0.83792;0.19249;0.64035;0.32461;0.3188;0.06786;187.031;2016
Congo (Brazzaville);127;4.236;0.77109;0.47799;0.28212;0.37938;0.09753;0.12077;210.681;2016
Senegal;128;4.219;0.44314;0.77416;0.40457;0.31056;0.11681;0.19103;197.861;2016
Bulgaria;129;4.217;111.306;0.92542;0.67806;0.21219;0.00615;0.12793;115.377;2016
Mauritania;130;4.201;0.61391;0.84142;0.28639;0.1268;0.17955;0.22686;19.263;2016
Zimbabwe;131;4.193;0.35041;0.71478;0.1595;0.25429;0.08582;0.18503;24.427;2016
Malawi;132;4.156;0.08709;0.147;0.29364;0.4143;0.07564;0.30968;282.859;2016
Sudan;133;4.139;0.63069;0.81928;0.29759;0;0.10039;0.18077;210.995;2016
Gabon;134;4.121;115.851;0.72368;0.3494;0.28098;0.09314;0.06244;145.332;2016
Mali;135;4.073;0.31292;0.86333;0.16347;0.27544;0.13647;0.21064;211.087;2016
Haiti;136;4.028;0.34097;0.29561;0.27494;0.12072;0.14476;0.47958;237.116;2016
Botswana;137;3.974;109.426;0.89186;0.34752;0.44089;0.10769;0.12425;0.96741;2016
Comoros;138;3.956;0.27509;0.60323;0.29981;0.15412;0.18437;0.1827;225.632;2016
Ivory Coast;139;3.916;0.55507;0.57576;0.04476;0.40663;0.1553;0.20338;197.478;2016
Cambodia;140;3.907;0.55604;0.5375;0.42494;0.58852;0.08092;0.40339;131.573;2016
Angola;141;3.866;0.84731;0.66366;0.04991;0.00589;0.08434;0.12071;209.459;2016
Niger;142;3.856;0.1327;0.6053;0.26162;0.38041;0.17176;0.2097;209.469;2016
South Sudan;143;3.832;0.39394;0.18519;0.15781;0.19662;0.13015;0.25899;250.929;2016
Chad;144;3.763;0.42214;0.63178;0.03824;0.12807;0.04952;0.18667;230.637;2016
Burkina Faso;145;3.739;0.31995;0.63054;0.21297;0.3337;0.12533;0.24353;187.319;2016
Uganda;145;3.739;0.34719;0.90981;0.19625;0.43653;0.06442;0.27102;151.416;2016
Yemen;147;3.724;0.57939;0.47493;0.31048;0.2287;0.05892;0.09821;197.295;2016
Madagascar;148;3.695;0.27954;0.46115;0.37109;0.13684;0.07506;0.2204;215.075;2016
Tanzania;149;3.666;0.47155;0.77623;0.357;0.3176;0.05099;0.31472;137.769;2016
Liberia;150;3.622;0.10706;0.50353;0.23165;0.25748;0.04852;0.24063;223.284;2016
Guinea;151;3.607;0.22415;0.3109;0.18829;0.30953;0.1192;0.29914;215.604;2016
Rwanda;152;3.515;0.32846;0.61586;0.31865;0.5432;0.50521;0.23552;0.96819;2016
Benin;153;3.484;0.39499;0.10419;0.21028;0.39747;0.06681;0.2018;210.812;2016
Afghanistan;154;3.36;0.38227;0.11037;0.17344;0.1643;0.07112;0.31268;214.558;2016
Togo;155;3.303;0.28123;0;0.24811;0.34678;0.11587;0.17517;21.354;2016
Syria;156;3.069;0.74719;0.14866;0.62994;0.06912;0.17233;0.48397;0.81789;2016
Burundi;157;2.905;0.06831;0.23442;0.15747;0.0432;0.09419;0.2029;210.404;2016
Switzerland;1;7.587;139.651;134.951;0.94143;0.66557;0.41978;0.29678;251.738;2015
Iceland;2;7.561;130.232;140.223;0.94784;0.62877;0.14145;0.4363;270.201;2015
Denmark;3;7.527;132.548;136.058;0.87464;0.64938;0.48357;0.34139;249.204;2015
Norway;4;7.522;1.459;133.095;0.88521;0.66973;0.36503;0.34699;246.531;2015
Canada;5;7.427;132.629;132.261;0.90563;0.63297;0.32957;0.45811;245.176;2015
Finland;6;7.406;129.025;131.826;0.88911;0.64169;0.41372;0.23351;261.955;2015
Netherlands;7;7.378;132.944;128.017;0.89284;0.61576;0.31814;0.4761;24.657;2015
Sweden;8;7.364;133.171;128.907;0.91087;0.6598;0.43844;0.36262;237.119;2015
New Zealand;9;7.286;125.018;131.967;0.90837;0.63938;0.42922;0.47501;226.425;2015
Australia;10;7.284;133.358;130.923;0.93156;0.65124;0.35637;0.43562;226.646;2015
Israel;11;7.278;122.857;122.393;0.91387;0.41319;0.07785;0.33172;308.854;2015
Costa Rica;12;7.226;0.95578;123.788;0.86027;0.63376;0.10583;0.25497;317.728;2015
Austria;13;7.2;133.723;129.704;0.89042;0.62433;0.18676;0.33088;25.332;2015
Mexico;14;7.187;102.054;0.91451;0.81444;0.48181;0.21312;0.14074;360.214;2015
United States;15;7.119;139.451;124.711;0.86179;0.54604;0.1589;0.40105;251.011;2015
Brazil;16;6.983;0.98124;123.287;0.69702;0.49049;0.17521;0.14574;326.001;2015
Luxembourg;17;6.946;156.391;121.963;0.91894;0.61583;0.37798;0.28034;196.961;2015
Ireland;18;6.94;133.596;136.948;0.89533;0.61777;0.28703;0.45901;19.757;2015
Belgium;19;6.937;130.782;128.566;0.89667;0.5845;0.2254;0.2225;241.484;2015
United Arab Emirates;20;6.901;142.727;112.575;0.80925;0.64157;0.38583;0.26428;224.743;2015
United Kingdom;21;6.867;126.637;128.548;0.90943;0.59625;0.32067;0.51912;196.994;2015
Oman;22;6.853;136.011;108.182;0.76276;0.63274;0.32524;0.21542;247.489;2015
Venezuela;23;6.81;104.424;125.596;0.72052;0.42908;0.11069;0.05841;319.131;2015
Singapore;24;6.798;152.186;1.02;102.525;0.54252;0.4921;0.31105;188.501;2015
Panama;25;6.786;106.353;11.985;0.79661;0.5421;0.0927;0.24434;284.848;2015
Germany;26;6.75;132.792;129.937;0.89186;0.61477;0.21843;0.28214;211.569;2015
Chile;27;6.67;110.715;112.447;0.85857;0.44132;0.12869;0.33363;267.585;2015
Qatar;28;6.611;169.042;10.786;0.79733;0.6404;0.52208;0.32573;155.674;2015
France;29;6.575;127.778;126.038;0.94579;0.55011;0.20646;0.12332;221.126;2015
Argentina;30;6.574;105.351;124.823;0.78723;0.44974;0.08484;0.11451;2.836;2015
Czech Republic;31;6.505;117.898;120.643;0.84483;0.46364;0.02652;0.10686;267.782;2015
Uruguay;32;6.485;106.166;12.089;0.8116;0.60362;0.24558;0.2324;232.142;2015
Colombia;33;6.477;0.91861;124.018;0.69077;0.53466;0.0512;0.18401;285.737;2015
Thailand;34;6.455;0.9669;126.504;0.7385;0.55664;0.03187;0.5763;231.945;2015
Saudi Arabia;35;6.411;139.541;108.393;0.72025;0.31048;0.32524;0.13706;243.872;2015
Spain;36;6.329;123.011;131.379;0.95562;0.45951;0.06398;0.18227;212.367;2015
Malta;37;6.302;12.074;130.203;0.88721;0.60365;0.13586;0.51752;16.488;2015
Taiwan;38;6.298;129.098;107.617;0.8753;0.3974;0.08129;0.25376;232.323;2015
Kuwait;39;6.295;155.422;116.594;0.72492;0.55499;0.25609;0.16228;187.634;2015
Suriname;40;6.269;0.99534;0.972;0.6082;0.59657;0.13633;0.16991;279.094;2015
Trinidad and Tobago;41;6.168;121.183;118.354;0.61483;0.55884;0.0114;0.31844;226.882;2015
El Salvador;42;6.13;0.76454;102.507;0.67737;0.4035;0.11776;0.10692;3.035;2015
Guatemala;43;6.123;0.74553;104.356;0.64425;0.57733;0.09472;0.27489;274.255;2015
Uzbekistan;44;6.003;0.63244;134.043;0.59772;0.65821;0.30826;0.22837;223.741;2015
Slovakia;45;5.995;116.891;126.999;0.78902;0.31751;0.03431;0.16893;224.639;2015
Japan;46;5.987;127.074;125.712;0.99111;0.49615;0.1806;0.10705;168.435;2015
South Korea;47;5.984;124.461;0.95774;0.96538;0.33208;0.07857;0.18557;221.978;2015
Ecuador;48;5.975;0.86402;0.99903;0.79075;0.48574;0.1809;0.11541;253.942;2015
Bahrain;49;5.96;132.376;121.624;0.74716;0.45492;0.306;0.17362;173.797;2015
Italy;50;5.948;125.114;119.777;0.95446;0.26236;0.02901;0.22823;202.518;2015
Bolivia;51;5.89;0.68133;0.97841;0.5392;0.57414;0.088;0.20536;282.334;2015
Moldova;52;5.889;0.59448;101.528;0.61826;0.32818;0.01615;0.20951;310.712;2015
Paraguay;53;5.878;0.75985;130.477;0.66098;0.53899;0.08242;0.3424;218.896;2015
Kazakhstan;54;5.855;112.254;112.241;0.64368;0.51649;0.08454;0.11827;224.729;2015
Slovenia;55;5.848;118.498;127.385;0.87337;0.60855;0.03787;0.25328;161.583;2015
Lithuania;56;5.833;114.723;125.745;0.73128;0.21342;0.01031;0.02641;244.649;2015
Nicaragua;57;5.828;0.59325;114.184;0.74314;0.55475;0.19317;0.27815;232.407;2015
Peru;58;5.824;0.90019;0.97459;0.73017;0.41496;0.05989;0.14982;25.945;2015
Belarus;59;5.813;103.192;123.289;0.73608;0.37938;0.1909;0.11046;21.309;2015
Poland;60;5.791;112.555;127.948;0.77903;0.53122;0.04212;0.16759;186.565;2015
Malaysia;61;5.77;112.486;107.023;0.72394;0.53024;0.10501;0.33075;188.541;2015
Croatia;62;5.759;108.254;0.79624;0.78805;0.25883;0.0243;0.05444;275.414;2015
Libya;63;5.754;113.145;111.862;0.7038;0.41668;0.11023;0.18295;209.066;2015
Russia;64;5.716;113.764;123.617;0.66926;0.36679;0.03005;0.00199;227.394;2015
Jamaica;65;5.709;0.81038;115.102;0.68741;0.50442;0.02299;0.2123;232.038;2015
North Cyprus;66;5.695;120.806;107.008;0.92356;0.49027;0.1428;0.26169;159.888;2015
Cyprus;67;5.689;120.813;0.89318;0.92356;0.40672;0.06146;0.30638;188.931;2015
Algeria;68;5.605;0.93929;107.772;0.61766;0.28579;0.17383;0.07822;243.209;2015
Kosovo;69;5.589;0.80148;0.81198;0.63132;0.24749;0.04741;0.2831;276.579;2015
Turkmenistan;70;5.548;0.95847;122.668;0.53886;0.4761;0.30844;0.16979;186.984;2015
Mauritius;71;5.477;100.761;0.98521;0.7095;0.56066;0.07521;0.37744;176.145;2015
Hong Kong;72;5.474;138.604;105.818;101.328;0.59608;0.37124;0.39478;0.65429;2015
Estonia;73;5.429;115.174;122.791;0.77361;0.44888;0.15184;0.0868;158.782;2015
Indonesia;74;5.399;0.82827;108.708;0.63793;0.46611;0;0.51535;186.399;2015
Vietnam;75;5.36;0.63216;0.91226;0.74676;0.59444;0.10441;0.1686;220.173;2015
Turkey;76;5.332;106.098;0.94632;0.73172;0.22815;0.15746;0.12253;208.528;2015
Kyrgyzstan;77;5.286;0.47428;115.115;0.65088;0.43477;0.04232;0.3003;22.327;2015
Nigeria;78;5.268;0.65435;0.90432;0.16007;0.34334;0.0403;0.27233;289.319;2015
Bhutan;79;5.253;0.77042;110.395;0.57407;0.53206;0.15445;0.47998;163.794;2015
Azerbaijan;80;5.212;102.389;0.93793;0.64045;0.3703;0.16065;0.07799;200.073;2015
Pakistan;81;5.194;0.59543;0.41411;0.51466;0.12102;0.10464;0.33671;310.709;2015
Jordan;82;5.192;0.90198;105.392;0.69639;0.40661;0.14293;0.11053;187.996;2015
Montenegro;82;5.192;0.97438;0.90557;0.72521;0.1826;0.14296;0.1614;210.017;2015
China;84;5.14;0.89012;0.94675;0.81658;0.51697;0.02781;0.08185;18.604;2015
Zambia;85;5.129;0.47038;0.91612;0.29924;0.48827;0.12468;0.19591;26.343;2015
Romania;86;5.124;104.345;0.88588;0.7689;0.35068;0.00649;0.13748;193.129;2015
Serbia;87;5.123;0.92053;100.964;0.74836;0.20107;0.02617;0.19231;2.025;2015
Portugal;88;5.102;115.991;113.935;0.87519;0.51469;0.01078;0.13719;126.462;2015
Latvia;89;5.098;111.312;109.562;0.72437;0.29671;0.06332;0.18226;162.215;2015
Philippines;90;5.073;0.70532;103.516;0.58114;0.62545;0.12279;0.24991;17.536;2015
Somaliland region;91;5.057;0.18847;0.95152;0.43873;0.46582;0.39928;0.50318;211.032;2015
Morocco;92;5.013;0.73479;0.64095;0.60954;0.41691;0.08546;0.07172;245.373;2015
Macedonia;93;5.007;0.91851;100.232;0.73545;0.33457;0.05327;0.22359;173.933;2015
Mozambique;94;4.971;0.08308;102.626;0.09131;0.34037;0.15603;0.22269;305.137;2015
Albania;95;4.959;0.87867;0.80434;0.81325;0.35733;0.06413;0.14272;189.894;2015
Bosnia and Herzegovina;96;4.949;0.83223;0.91916;0.79081;0.09245;0.00227;0.24808;206.367;2015
Lesotho;97;4.898;0.37545;104.103;0.07612;0.31767;0.12504;0.16388;279.832;2015
Dominican Republic;98;4.885;0.89537;117.202;0.66825;0.57672;0.14234;0.21684;121.305;2015
Laos;99;4.876;0.59066;0.73803;0.54909;0.59591;0.24249;0.42192;173.799;2015
Mongolia;100;4.874;0.82819;13.006;0.60268;0.43626;0.02666;0.3323;134.759;2015
Swaziland;101;4.867;0.71206;107.284;0.07566;0.30658;0.0306;0.18259;248.676;2015
Greece;102;4.857;115.406;0.92933;0.88213;0.07699;0.01397;0;180.101;2015
Lebanon;103;4.839;102.564;0.80001;0.83947;0.33916;0.04582;0.21854;157.059;2015
Hungary;104;4.8;112.094;120.215;0.75905;0.32112;0.02758;0.128;124.074;2015
Honduras;105;4.788;0.59532;0.95348;0.6951;0.40148;0.06825;0.23027;184.408;2015
Tajikistan;106;4.786;0.39047;0.85563;0.57379;0.47216;0.15072;0.22974;211.399;2015
Tunisia;107;4.739;0.88113;0.60429;0.73793;0.26268;0.06358;0.06431;212.466;2015
Palestinian Territories;108;4.715;0.59867;0.92558;0.66015;0.24499;0.12905;0.11251;204.384;2015
Bangladesh;109;4.694;0.39753;0.43106;0.60164;0.4082;0.12569;0.21222;251.767;2015
Iran;110;4.686;10.088;0.54447;0.69805;0.30033;0.05863;0.38086;16.944;2015
Ukraine;111;4.681;0.79907;120.278;0.6739;0.25123;0.02961;0.15275;15.714;2015
Iraq;112;4.677;0.98549;0.81889;0.60237;0;0.13788;0.17922;195.335;2015
South Africa;113;4.642;0.92049;118.468;0.27688;0.33207;0.08884;0.11973;171.956;2015
Ghana;114;4.633;0.54558;0.67954;0.40132;0.42342;0.04355;0.23087;230.919;2015
Zimbabwe;115;4.61;0.271;103.276;0.33475;0.25861;0.08079;0.18987;244.191;2015
Liberia;116;4.571;0.0712;0.78968;0.34201;0.28531;0.06232;0.24362;277.729;2015
India;117;4.565;0.64499;0.38174;0.51529;0.39786;0.08492;0.26475;227.513;2015
Sudan;118;4.55;0.52107;101.404;0.36878;0.10081;0.1466;0.19062;220.857;2015
Haiti;119;4.518;0.26673;0.74302;0.38847;0.24425;0.17175;0.46187;224.173;2015
Congo (Kinshasa);120;4.517;0;10.012;0.09806;0.22605;0.07625;0.24834;286.712;2015
Nepal;121;4.514;0.35997;0.86449;0.56874;0.38282;0.05907;0.32296;195.637;2015
Ethiopia;122;4.512;0.19073;0.60406;0.44055;0.4345;0.15048;0.24325;244.876;2015
Sierra Leone;123;4.507;0.33024;0.95571;0;0.4084;0.08786;0.21488;251.009;2015
Mauritania;124;4.436;0.45407;0.86908;0.35874;0.24232;0.17461;0.219;211.773;2015
Kenya;125;4.419;0.36471;0.99876;0.41435;0.42215;0.05839;0.37542;178.555;2015
Djibouti;126;4.369;0.44025;0.59207;0.36291;0.46074;0.28105;0.18093;205.125;2015
Armenia;127;4.35;0.76821;0.77711;0.7299;0.19847;0.039;0.07855;175.873;2015
Botswana;128;4.332;0.99355;110.464;0.04776;0.49495;0.12474;0.10461;146.181;2015
Myanmar;129;4.307;0.27108;0.70905;0.48246;0.44017;0.19034;0.79588;141.805;2015
Georgia;130;4.297;0.7419;0.38562;0.72926;0.40577;0.38331;0.05547;159.541;2015
Malawi;131;4.292;0.01604;0.41134;0.22562;0.43054;0.06977;0.33128;280.791;2015
Sri Lanka;132;4.271;0.83524;101.905;0.70806;0.53726;0.09179;0.40828;0.67108;2015
Cameroon;133;4.252;0.4225;0.88767;0.23402;0.49309;0.05786;0.20618;195.071;2015
Bulgaria;134;4.218;101.216;110.614;0.76649;0.30587;0.00872;0.11921;0.89991;2015
Egypt;135;4.194;0.8818;0.747;0.61712;0.17288;0.06324;0.11291;159.927;2015
Yemen;136;4.077;0.54649;0.68093;0.40064;0.35571;0.07854;0.09131;192.313;2015
Angola;137;4.033;0.75778;0.8604;0.16683;0.10384;0.07122;0.12344;194.939;2015
Mali;138;3.995;0.26074;103.526;0.20583;0.38857;0.12352;0.18798;179.293;2015
Congo (Brazzaville);139;3.989;0.67866;0.6629;0.31051;0.41466;0.11686;0.12388;168.135;2015
Comoros;140;3.956;0.23906;0.79273;0.36315;0.22917;0.199;0.17441;195.812;2015
Uganda;141;3.931;0.21102;113.299;0.33861;0.45727;0.07267;0.29066;142.766;2015
Senegal;142;3.904;0.36498;0.97619;0.4354;0.36772;0.10713;0.20843;144.395;2015
Gabon;143;3.896;106.024;0.90528;0.43372;0.31914;0.11091;0.06822;0.99895;2015
Niger;144;3.845;0.0694;0.77265;0.29707;0.47692;0.15639;0.19387;187.877;2015
Cambodia;145;3.819;0.46038;0.62736;0.61114;0.66246;0.07247;0.40359;0.98195;2015
Tanzania;146;3.781;0.2852;100.268;0.38215;0.32878;0.05747;0.34377;138.079;2015
Madagascar;147;3.681;0.20824;0.66801;0.46721;0.19184;0.08124;0.21333;1.851;2015
Central African Republic;148;3.678;0.0785;0;0.06699;0.48879;0.08289;0.23835;27.223;2015
Chad;149;3.667;0.34193;0.76062;0.1501;0.23501;0.05269;0.18386;194.296;2015
Guinea;150;3.656;0.17417;0.46475;0.24009;0.37725;0.12139;0.28657;199.172;2015
Ivory Coast;151;3.655;0.46534;0.77115;0.15185;0.46866;0.17922;0.20165;141.723;2015
Burkina Faso;152;3.587;0.25812;0.85188;0.27125;0.39493;0.12832;0.21747;146.494;2015
Afghanistan;153;3.575;0.31982;0.30285;0.30335;0.23414;0.09719;0.3651;19.521;2015
Rwanda;154;3.465;0.22208;0.7737;0.42864;0.59201;0.55191;0.22628;0.67042;2015
Benin;155;3.34;0.28665;0.35386;0.3191;0.4845;0.0801;0.1826;163.328;2015
Syria;156;3.006;0.6632;0.47489;0.72193;0.15684;0.18906;0.47179;0.32858;2015
Burundi;157;2.905;0.0153;0.41587;0.22396;0.1185;0.10062;0.19727;183.302;2015
Togo;158;2.839;0.20868;0.13995;0.28443;0.36453;0.10731;0.16681;156.726;2015
